date,Campaign,Interactions,Costs,Clicks
2022-08-30,Store Solihull - DO NOT Touch,560.0,1.45,1.0
2022-08-30,Mens Sheepskin-Performance Max,18.0,1.25,6.0
2022-08-30,P Max Traffic Luggage,6.0,0.61,6.0
2022-08-30,Womens Sheepskins-Performance Max,10.0,0.33,6.0
2022-08-30,Home & Living-Performance Max,2.0,0.09,2.0
2022-08-30,Discovery 1,1.0,0.04,1.0
2022-08-29,Website traffic P max,311.0,129.82,311.0
2022-08-29,"UK | PMax | Luggage, Handbags, Purses",450.0,90.34,325.0
2022-08-29,Luggage-Performance Max,310.0,84.99,306.0
2022-08-29,UK | Search | Brand | Phrase,110.0,54.88,110.0
2022-08-29,Ashwood-Performance Max,211.0,54.25,186.0
2022-08-29,UK | PMax | Purses,86.0,43.66,85.0
2022-08-29,UK | PMax | Mens Leather Jackets > HP,274.0,38.19,130.0
2022-08-29,Discovery 1,627.0,36.47,627.0
2022-08-29,P Max Back-to-School,792.0,17.06,101.0
2022-08-29,Store Solihull - DO NOT Touch,642.0,8.49,1.0
2022-08-29,UK | DSA,25.0,7.37,25.0
2022-08-29,PMax: All Products [Smart],20.0,4.99,20.0
2022-08-29,Womens Sheepskins-Performance Max,12.0,1.37,4.0
2022-08-29,Mens Sheepskin-Performance Max,17.0,0.95,9.0
2022-08-29,UK | PMax | Ladies Leather Jackets > HP,1.0,0.06,1.0
2022-08-29,Home & Living-Performance Max,1.0,0.01,1.0
2022-08-28,Website traffic P max,317.0,119.16,315.0
2022-08-28,Discovery 1,1728.0,97.57,1728.0
2022-08-28,"UK | PMax | Luggage, Handbags, Purses",260.0,66.0,246.0
2022-08-28,UK | Search | Brand | Phrase,125.0,58.6,125.0
2022-08-28,Luggage-Performance Max,186.0,58.06,183.0
2022-08-28,UK | PMax | Mens Leather Jackets > HP,253.0,37.94,125.0
2022-08-28,UK | PMax | Purses,70.0,37.76,67.0
2022-08-28,Ashwood-Performance Max,130.0,28.4,123.0
2022-08-28,P Max Back-to-School,1550.0,17.39,136.0
2022-08-28,Store Solihull - DO NOT Touch,1030.0,8.76,1.0
2022-08-28,UK | DSA,17.0,6.66,17.0
2022-08-28,PMax: All Products [Smart],11.0,1.63,11.0
2022-08-28,Womens Sheepskins-Performance Max,21.0,1.5,5.0
2022-08-28,Home & Living-Performance Max,1.0,0.44,1.0
2022-08-28,Mens Sheepskin-Performance Max,8.0,0.35,3.0
2022-08-27,"UK | PMax | Luggage, Handbags, Purses",390.0,112.09,368.0
2022-08-27,Luggage-Performance Max,123.0,51.58,122.0
2022-08-27,UK | PMax | Mens Leather Jackets > HP,236.0,48.52,134.0
2022-08-27,Discovery 1,786.0,48.13,786.0
2022-08-27,UK | Search | Brand | Phrase,106.0,44.7,106.0
2022-08-27,UK | PMax | Purses,82.0,43.38,81.0
2022-08-27,Ashwood-Performance Max,91.0,22.49,84.0
2022-08-27,P Max Back-to-School,961.0,13.02,120.0
2022-08-27,PMax: All Products [Smart],31.0,11.73,31.0
2022-08-27,Store Solihull - DO NOT Touch,7207.0,9.6,
2022-08-27,UK | DSA,20.0,6.31,20.0
2022-08-27,Website traffic P max,3.0,2.08,3.0
2022-08-27,Mens Sheepskin-Performance Max,11.0,0.41,5.0
2022-08-27,Womens Sheepskins-Performance Max,14.0,0.15,2.0
2022-08-27,UK | PMax | Ladies Leather Jackets > HP,1.0,0.15,1.0
2022-08-26,Discovery 1,1634.0,101.12,1634.0
2022-08-26,Website traffic P max,246.0,100.47,246.0
2022-08-26,"UK | PMax | Luggage, Handbags, Purses",274.0,88.84,259.0
2022-08-26,Luggage-Performance Max,139.0,66.89,137.0
2022-08-26,UK | Search | Brand | Phrase,137.0,58.54,137.0
2022-08-26,UK | PMax | Mens Leather Jackets > HP,171.0,36.18,82.0
2022-08-26,UK | PMax | Purses,58.0,27.79,56.0
2022-08-26,Ashwood-Performance Max,91.0,18.36,74.0
2022-08-26,P Max Back-to-School,1323.0,17.04,146.0
2022-08-26,Store Solihull - DO NOT Touch,4831.0,9.96,
2022-08-26,UK | DSA,17.0,3.68,17.0
2022-08-26,PMax: All Products [Smart],7.0,1.4,7.0
2022-08-26,Mens Sheepskin-Performance Max,10.0,1.13,10.0
2022-08-26,Home & Living-Performance Max,6.0,0.4,6.0
2022-08-26,Womens Sheepskins-Performance Max,5.0,0.07,3.0
2022-08-26,UK | PMax | Ladies Leather Jackets > HP,2.0,0.02,1.0
2022-08-25,"UK | PMax | Luggage, Handbags, Purses",293.0,91.91,252.0
2022-08-25,Luggage-Performance Max,232.0,87.35,226.0
2022-08-25,UK | Search | Brand | Phrase,171.0,86.83,171.0
2022-08-25,Discovery 1,676.0,45.47,676.0
2022-08-25,UK | PMax | Mens Leather Jackets > HP,210.0,40.68,103.0
2022-08-25,Ashwood-Performance Max,152.0,26.83,103.0
2022-08-25,UK | PMax | Purses,48.0,20.78,46.0
2022-08-25,P Max Back-to-School,1042.0,14.29,113.0
2022-08-25,Store Solihull - DO NOT Touch,3018.0,10.82,1.0
2022-08-25,PMax: All Products [Smart],36.0,8.46,36.0
2022-08-25,UK | DSA,23.0,7.97,23.0
2022-08-25,Mens Sheepskin-Performance Max,4.0,0.44,2.0
2022-08-25,UK | PMax | Ladies Leather Jackets > HP,1.0,0.07,1.0
2022-08-25,Womens Sheepskins-Performance Max,2.0,0.05,1.0
2022-08-25,Home & Living-Performance Max,1.0,0.01,1.0
2022-08-24,UK | Search | Brand | Phrase,210.0,106.85,210.0
2022-08-24,"UK | PMax | Luggage, Handbags, Purses",294.0,74.85,223.0
2022-08-24,Luggage-Performance Max,164.0,63.98,164.0
2022-08-24,UK | PMax | Mens Leather Jackets > HP,177.0,51.09,128.0
2022-08-24,UK | PMax | Purses,49.0,25.09,46.0
2022-08-24,Store Solihull - DO NOT Touch,8078.0,20.29,
2022-08-24,Ashwood-Performance Max,103.0,15.18,67.0
2022-08-24,P Max Back-to-School,987.0,13.56,120.0
2022-08-24,UK | DSA,37.0,13.45,37.0
2022-08-24,PMax: All Products [Smart],17.0,2.4,17.0
2022-08-24,Womens Sheepskins-Performance Max,5.0,0.84,5.0
2022-08-24,Discovery 1,19.0,0.82,19.0
2022-08-24,Mens Sheepskin-Performance Max,3.0,0.43,2.0
2022-08-24,UK | PMax | Ladies Leather Jackets > HP,2.0,0.27,2.0
2022-08-23,UK | Search | Brand | Phrase,197.0,95.13,197.0
2022-08-23,"UK | PMax | Luggage, Handbags, Purses",294.0,64.55,216.0
2022-08-23,Luggage-Performance Max,172.0,59.48,171.0
2022-08-23,UK | PMax | Mens Leather Jackets > HP,137.0,49.38,113.0
2022-08-23,UK | PMax | Purses,51.0,20.42,49.0
2022-08-23,Store Solihull - DO NOT Touch,12074.0,19.88,2.0
2022-08-23,Ashwood-Performance Max,102.0,18.81,61.0
2022-08-23,P Max Back-to-School,742.0,18.6,128.0
2022-08-23,PMax: All Products [Smart],34.0,10.3,34.0
2022-08-23,UK | DSA,23.0,6.99,23.0
2022-08-23,Mens Sheepskin-Performance Max,6.0,1.89,6.0
2022-08-23,Womens Sheepskins-Performance Max,8.0,1.03,6.0
2022-08-23,Discovery 1,10.0,0.7,10.0
2022-08-22,UK | Search | Brand | Phrase,195.0,105.4,195.0
2022-08-22,"UK | PMax | Luggage, Handbags, Purses",337.0,80.13,280.0
2022-08-22,UK | PMax | Mens Leather Jackets > HP,143.0,61.71,124.0
2022-08-22,Luggage-Performance Max,156.0,52.0,156.0
2022-08-22,UK | PMax | Purses,69.0,26.59,53.0
2022-08-22,P Max Back-to-School,1103.0,18.83,138.0
2022-08-22,Ashwood-Performance Max,122.0,14.75,70.0
2022-08-22,UK | DSA,27.0,6.52,27.0
2022-08-22,UK | PMax | Ladies Leather Jackets > HP,16.0,5.76,16.0
2022-08-22,PMax: All Products [Smart],14.0,2.45,14.0
2022-08-22,Mens Sheepskin-Performance Max,10.0,2.44,10.0
2022-08-22,Womens Sheepskins-Performance Max,4.0,1.02,3.0
2022-08-22,Store Solihull - DO NOT Touch,128.0,0.16,
2022-08-22,Home & Living-Performance Max,1.0,0.0,
2022-08-21,UK | Search | Brand | Phrase,209.0,127.99,209.0
2022-08-21,"UK | PMax | Luggage, Handbags, Purses",392.0,124.7,344.0
2022-08-21,Luggage-Performance Max,131.0,52.98,131.0
2022-08-21,UK | PMax | Mens Leather Jackets > HP,107.0,49.04,99.0
2022-08-21,UK | PMax | Purses,113.0,30.02,59.0
2022-08-21,UK | PMax | Ladies Leather Jackets > HP,71.0,26.3,69.0
2022-08-21,UK | DSA,46.0,19.34,46.0
2022-08-21,P Max Back-to-School,1380.0,17.37,128.0
2022-08-21,Ashwood-Performance Max,77.0,15.3,50.0
2022-08-21,PMax: All Products [Smart],19.0,3.88,19.0
2022-08-21,Mens Sheepskin-Performance Max,10.0,1.22,7.0
2022-08-21,Womens Sheepskins-Performance Max,6.0,0.4,4.0
2022-08-21,Store Solihull - DO NOT Touch,25.0,0.02,
2022-08-20,"UK | PMax | Luggage, Handbags, Purses",308.0,93.3,288.0
2022-08-20,UK | Search | Brand | Phrase,180.0,82.92,180.0
2022-08-20,Luggage-Performance Max,169.0,61.55,163.0
2022-08-20,UK | PMax | Mens Leather Jackets > HP,107.0,40.44,87.0
2022-08-20,UK | PMax | Ladies Leather Jackets > HP,96.0,30.12,91.0
2022-08-20,UK | PMax | Purses,154.0,26.65,54.0
2022-08-20,UK | DSA,48.0,24.14,48.0
2022-08-20,P Max Back-to-School,1586.0,14.68,164.0
2022-08-20,Ashwood-Performance Max,95.0,13.47,70.0
2022-08-20,PMax: All Products [Smart],26.0,4.87,26.0
2022-08-20,Mens Sheepskin-Performance Max,8.0,1.33,5.0
2022-08-20,Womens Sheepskins-Performance Max,5.0,0.77,5.0
2022-08-20,Store Solihull - DO NOT Touch,23.0,0.02,
2022-08-19,"UK | PMax | Luggage, Handbags, Purses",275.0,66.89,224.0
2022-08-19,UK | Search | Brand | Phrase,135.0,58.91,135.0
2022-08-19,Luggage-Performance Max,104.0,38.38,103.0
2022-08-19,UK | DSA,50.0,20.45,50.0
2022-08-19,UK | PMax | Purses,97.0,18.27,37.0
2022-08-19,Ashwood-Performance Max,92.0,17.67,60.0
2022-08-19,UK | PMax | Mens Leather Jackets > HP,67.0,16.21,53.0
2022-08-19,UK | PMax | Ladies Leather Jackets > HP,57.0,13.89,46.0
2022-08-19,PMax: All Products [Smart],32.0,12.03,32.0
2022-08-19,P Max Back-to-School,1220.0,11.85,164.0
2022-08-19,Mens Sheepskin-Performance Max,4.0,0.78,4.0
2022-08-19,Womens Sheepskins-Performance Max,1.0,0.15,1.0
2022-08-19,Home & Living-Performance Max,1.0,0.0,
2022-08-19,Store Solihull - DO NOT Touch,1.0,0.0,
2022-08-18,"UK | PMax | Luggage, Handbags, Purses",388.0,93.76,305.0
2022-08-18,UK | Search | Brand | Phrase,111.0,53.86,111.0
2022-08-18,UK | PMax | Mens Leather Jackets > HP,101.0,30.71,79.0
2022-08-18,UK | PMax | Purses,94.0,28.98,50.0
2022-08-18,Luggage-Performance Max,94.0,27.8,94.0
2022-08-18,Ashwood-Performance Max,172.0,23.69,100.0
2022-08-18,UK | DSA,59.0,23.26,59.0
2022-08-18,UK | PMax | Ladies Leather Jackets > HP,54.0,18.74,51.0
2022-08-18,P Max Back-to-School,7655.0,18.55,778.0
2022-08-18,PMax: All Products [Smart],18.0,2.21,18.0
2022-08-18,Mens Sheepskin-Performance Max,9.0,1.86,9.0
2022-08-18,Womens Sheepskins-Performance Max,5.0,0.81,4.0
2022-08-17,"UK | PMax | Luggage, Handbags, Purses",413.0,93.6,307.0
2022-08-17,UK | Search | Brand | Phrase,113.0,50.98,113.0
2022-08-17,Ashwood-Performance Max,187.0,46.89,113.0
2022-08-17,UK | PMax | Mens Leather Jackets > HP,121.0,38.97,80.0
2022-08-17,UK | PMax | Ladies Leather Jackets > HP,83.0,38.46,81.0
2022-08-17,UK | DSA,90.0,38.28,90.0
2022-08-17,Luggage-Performance Max,93.0,33.22,93.0
2022-08-17,UK | PMax | Purses,23.0,19.4,21.0
2022-08-17,PMax: All Products [Smart],24.0,15.57,24.0
2022-08-17,P Max Back-to-School,3964.0,9.19,282.0
2022-08-17,Mens Sheepskin-Performance Max,5.0,0.81,5.0
2022-08-17,Womens Sheepskins-Performance Max,3.0,0.23,3.0
2022-08-16,"UK | PMax | Luggage, Handbags, Purses",428.0,68.48,258.0
2022-08-16,UK | Search | Brand | Phrase,107.0,44.74,107.0
2022-08-16,UK | DSA,104.0,42.21,104.0
2022-08-16,Luggage-Performance Max,108.0,37.21,107.0
2022-08-16,UK | PMax | Mens Leather Jackets > HP,144.0,32.16,68.0
2022-08-16,UK | PMax | Ladies Leather Jackets > HP,75.0,27.19,73.0
2022-08-16,P Max Back-to-School,52473.0,20.61,254.0
2022-08-16,Ashwood-Performance Max,101.0,14.66,61.0
2022-08-16,UK | PMax | Purses,12.0,3.31,12.0
2022-08-16,PMax: All Products [Smart],16.0,2.79,16.0
2022-08-16,Womens Sheepskins-Performance Max,5.0,0.51,5.0
2022-08-16,Mens Sheepskin-Performance Max,4.0,0.42,4.0
2022-08-15,UK | Search | Brand | Phrase,109.0,54.2,109.0
2022-08-15,Luggage-Performance Max,147.0,50.04,146.0
2022-08-15,Ashwood-Performance Max,191.0,44.97,161.0
2022-08-15,UK | DSA,93.0,44.64,93.0
2022-08-15,"UK | PMax | Luggage, Handbags, Purses",264.0,43.66,178.0
2022-08-15,UK | PMax | Mens Leather Jackets > HP,131.0,31.0,54.0
2022-08-15,UK | PMax | Ladies Leather Jackets > HP,76.0,30.91,76.0
2022-08-15,UK | PMax | Purses,154.0,28.53,151.0
2022-08-15,P Max Back-to-School,389.0,13.57,98.0
2022-08-15,PMax: All Products [Smart],22.0,5.39,22.0
2022-08-15,Womens Sheepskins-Performance Max,6.0,1.06,6.0
2022-08-15,Mens Sheepskin-Performance Max,3.0,0.44,2.0
2022-08-14,"UK | PMax | Luggage, Handbags, Purses",265.0,68.04,206.0
2022-08-14,UK | Search | Brand | Phrase,134.0,56.02,134.0
2022-08-14,Ashwood-Performance Max,203.0,48.57,167.0
2022-08-14,UK | PMax | Ladies Leather Jackets > HP,64.0,35.5,63.0
2022-08-14,Luggage-Performance Max,105.0,29.68,104.0
2022-08-14,UK | DSA,75.0,27.59,75.0
2022-08-14,UK | PMax | Mens Leather Jackets > HP,223.0,20.38,57.0
2022-08-14,UK | PMax | Purses,75.0,12.25,57.0
2022-08-14,P Max Back-to-School,109.0,7.27,86.0
2022-08-14,PMax: All Products [Smart],38.0,6.67,38.0
2022-08-14,Womens Sheepskins-Performance Max,6.0,1.86,6.0
2022-08-14,Mens Sheepskin-Performance Max,4.0,0.31,2.0
2022-08-13,UK | Search | Brand | Phrase,129.0,77.65,129.0
2022-08-13,"UK | PMax | Luggage, Handbags, Purses",247.0,74.97,207.0
2022-08-13,Luggage-Performance Max,141.0,53.81,139.0
2022-08-13,Ashwood-Performance Max,160.0,45.97,110.0
2022-08-13,UK | PMax | Mens Leather Jackets > HP,211.0,29.31,61.0
2022-08-13,UK | PMax | Purses,102.0,25.0,89.0
2022-08-13,UK | PMax | Ladies Leather Jackets > HP,51.0,23.48,51.0
2022-08-13,P Max Back-to-School,117.0,17.33,104.0
2022-08-13,UK | DSA,47.0,15.75,47.0
2022-08-13,PMax: All Products [Smart],27.0,6.67,27.0
2022-08-13,Womens Sheepskins-Performance Max,1.0,0.32,1.0
2022-08-13,Mens Sheepskin-Performance Max,2.0,0.22,2.0
2022-08-13,Home & Living-Performance Max,1.0,0.21,1.0
2022-08-12,"UK | PMax | Luggage, Handbags, Purses",269.0,66.82,204.0
2022-08-12,UK | Search | Brand | Phrase,109.0,62.19,109.0
2022-08-12,Luggage-Performance Max,157.0,49.53,150.0
2022-08-12,UK | DSA,78.0,46.73,78.0
2022-08-12,Ashwood-Performance Max,179.0,43.37,141.0
2022-08-12,UK | PMax | Ladies Leather Jackets > HP,53.0,26.34,52.0
2022-08-12,UK | PMax | Mens Leather Jackets > HP,262.0,25.96,69.0
2022-08-12,P Max Back-to-School,716.0,15.12,708.0
2022-08-12,UK | PMax | Purses,45.0,10.63,40.0
2022-08-12,PMax: All Products [Smart],25.0,10.06,25.0
2022-08-12,Womens Sheepskins-Performance Max,4.0,0.74,3.0
2022-08-12,Mens Sheepskin-Performance Max,1.0,0.22,1.0
2022-08-11,"UK | PMax | Luggage, Handbags, Purses",467.0,95.45,307.0
2022-08-11,UK | Search | Brand | Phrase,134.0,75.5,134.0
2022-08-11,Ashwood-Performance Max,250.0,59.34,228.0
2022-08-11,Luggage-Performance Max,131.0,54.16,126.0
2022-08-11,UK | DSA,98.0,50.43,98.0
2022-08-11,UK | PMax | Ladies Leather Jackets > HP,75.0,45.41,75.0
2022-08-11,UK | PMax | Mens Leather Jackets > HP,249.0,37.11,62.0
2022-08-11,UK | PMax | Purses,73.0,21.19,67.0
2022-08-11,P Max Back-to-School,103.0,16.72,97.0
2022-08-11,PMax: All Products [Smart],42.0,12.59,42.0
2022-08-11,Mens Sheepskin-Performance Max,4.0,0.55,3.0
2022-08-10,"UK | PMax | Luggage, Handbags, Purses",360.0,87.34,282.0
2022-08-10,UK | Search | Brand | Phrase,121.0,63.71,121.0
2022-08-10,Ashwood-Performance Max,187.0,42.4,181.0
2022-08-10,Luggage-Performance Max,119.0,36.02,113.0
2022-08-10,UK | DSA,66.0,26.46,66.0
2022-08-10,UK | PMax | Mens Leather Jackets > HP,80.0,25.72,53.0
2022-08-10,UK | PMax | Ladies Leather Jackets > HP,69.0,23.08,69.0
2022-08-10,UK | PMax | Purses,77.0,22.56,77.0
2022-08-10,P Max Back-to-School,94.0,12.73,92.0
2022-08-10,PMax: All Products [Smart],29.0,7.75,29.0
2022-08-10,Womens Sheepskins-Performance Max,3.0,1.14,3.0
2022-08-10,Home & Living-Performance Max,1.0,0.5,1.0
2022-08-10,Mens Sheepskin-Performance Max,3.0,0.18,2.0
2022-08-09,UK | Search | Brand | Phrase,152.0,82.48,152.0
2022-08-09,"UK | PMax | Luggage, Handbags, Purses",231.0,82.14,227.0
2022-08-09,Luggage-Performance Max,172.0,65.09,165.0
2022-08-09,UK | PMax | Mens Leather Jackets > HP,50.0,29.79,49.0
2022-08-09,P Max Back-to-School,1687.0,28.18,1687.0
2022-08-09,UK | DSA,62.0,25.75,62.0
2022-08-09,UK | PMax | Ladies Leather Jackets > HP,60.0,24.02,60.0
2022-08-09,Ashwood-Performance Max,54.0,19.32,52.0
2022-08-09,UK | PMax | Purses,39.0,9.52,39.0
2022-08-09,PMax: All Products [Smart],19.0,5.7,19.0
2022-08-09,[VS] - Brand (Core) - [BM],11.0,2.35,11.0
2022-08-09,Womens Sheepskins-Performance Max,2.0,0.3,2.0
2022-08-09,Home & Living-Performance Max,1.0,0.28,1.0
2022-08-09,Mens Sheepskin-Performance Max,3.0,0.23,3.0
2022-08-08,UK | Search | Brand | Phrase,174.0,89.82,174.0
2022-08-08,"UK | PMax | Luggage, Handbags, Purses",317.0,85.5,255.0
2022-08-08,UK | PMax | Ladies Leather Jackets > HP,104.0,58.2,104.0
2022-08-08,UK | PMax | Mens Leather Jackets > HP,77.0,36.13,71.0
2022-08-08,Luggage-Performance Max,99.0,28.24,85.0
2022-08-08,UK | DSA,53.0,20.87,53.0
2022-08-08,UK | PMax | Purses,61.0,16.26,61.0
2022-08-08,[VS] - Brand (Core) - [BM],59.0,13.82,59.0
2022-08-08,Ashwood-Performance Max,36.0,10.35,34.0
2022-08-08,PMax: All Products [Smart],18.0,8.09,18.0
2022-08-08,P Max Back-to-School,21.0,4.24,21.0
2022-08-08,PMax W Biker,23.0,1.15,18.0
2022-08-08,Mens Sheepskin-Performance Max,3.0,0.29,3.0
2022-08-08,Womens Sheepskins-Performance Max,3.0,0.04,2.0
2022-08-07,UK | PMax | Ladies Leather Jackets > HP,151.0,83.04,151.0
2022-08-07,UK | Search | Brand | Phrase,139.0,69.78,139.0
2022-08-07,"UK | PMax | Luggage, Handbags, Purses",495.0,65.28,243.0
2022-08-07,Luggage-Performance Max,131.0,51.08,124.0
2022-08-07,UK | PMax | Mens Leather Jackets > HP,80.0,40.32,76.0
2022-08-07,UK | DSA,79.0,34.11,79.0
2022-08-07,Ashwood-Performance Max,58.0,15.47,57.0
2022-08-07,UK | PMax | Purses,58.0,14.39,58.0
2022-08-07,[VS] - Brand (Core) - [BM],52.0,13.98,52.0
2022-08-07,PMax: All Products [Smart],23.0,5.39,23.0
2022-08-07,PMax W Biker,37.0,3.33,34.0
2022-08-07,Mens Sheepskin-Performance Max,2.0,0.11,1.0
2022-08-06,UK | PMax | Ladies Leather Jackets > HP,158.0,100.76,158.0
2022-08-06,UK | Search | Brand | Phrase,141.0,63.98,141.0
2022-08-06,"UK | PMax | Luggage, Handbags, Purses",425.0,56.05,200.0
2022-08-06,UK | PMax | Mens Leather Jackets > HP,87.0,44.51,86.0
2022-08-06,Luggage-Performance Max,87.0,25.02,85.0
2022-08-06,UK | DSA,55.0,20.65,55.0
2022-08-06,Ashwood-Performance Max,67.0,19.27,63.0
2022-08-06,UK | PMax | Purses,61.0,17.06,61.0
2022-08-06,[VS] - Brand (Core) - [BM],53.0,12.7,53.0
2022-08-06,PMax: All Products [Smart],18.0,4.88,18.0
2022-08-06,PMax W Biker,23.0,2.04,19.0
2022-08-06,Mens Sheepskin-Performance Max,2.0,0.32,2.0
2022-08-05,UK | PMax | Ladies Leather Jackets > HP,129.0,84.42,129.0
2022-08-05,UK | Search | Brand | Phrase,127.0,71.03,127.0
2022-08-05,Luggage-Performance Max,156.0,61.19,153.0
2022-08-05,UK | PMax | Mens Leather Jackets > HP,79.0,49.32,77.0
2022-08-05,"UK | PMax | Luggage, Handbags, Purses",385.0,43.72,168.0
2022-08-05,Ashwood-Performance Max,105.0,27.96,99.0
2022-08-05,UK | PMax | Purses,52.0,14.91,52.0
2022-08-05,UK | DSA,23.0,8.55,23.0
2022-08-05,PMax: All Products [Smart],28.0,7.3,28.0
2022-08-05,[VS] - Brand (Core) - [BM],23.0,6.44,23.0
2022-08-05,PMax W Biker,26.0,1.55,23.0
2022-08-05,Home & Living-Performance Max,1.0,0.75,1.0
2022-08-05,Mens Sheepskin-Performance Max,1.0,0.08,1.0
2022-08-04,UK | Search | Brand | Phrase,139.0,69.94,139.0
2022-08-04,UK | PMax | Ladies Leather Jackets > HP,100.0,61.71,100.0
2022-08-04,Luggage-Performance Max,189.0,59.34,186.0
2022-08-04,"UK | PMax | Luggage, Handbags, Purses",502.0,52.6,194.0
2022-08-04,UK | PMax | Mens Leather Jackets > HP,86.0,51.43,86.0
2022-08-04,UK | PMax | Purses,60.0,20.02,60.0
2022-08-04,Ashwood-Performance Max,66.0,17.97,62.0
2022-08-04,PMax: All Products [Smart],29.0,9.96,29.0
2022-08-04,[VS] - Brand (Core) - [BM],28.0,8.66,28.0
2022-08-04,UK | DSA,20.0,6.39,20.0
2022-08-04,Mens Sheepskin-Performance Max,13.0,2.08,13.0
2022-08-04,PMax W Biker,29.0,1.98,26.0
2022-08-04,Womens Sheepskins-Performance Max,3.0,0.87,3.0
2022-08-04,Home & Living-Performance Max,1.0,0.21,1.0
2022-08-03,UK | Search | Brand | Phrase,101.0,45.39,101.0
2022-08-03,UK | PMax | Mens Leather Jackets > HP,78.0,40.49,77.0
2022-08-03,"UK | PMax | Luggage, Handbags, Purses",564.0,39.5,175.0
2022-08-03,Luggage-Performance Max,117.0,33.13,114.0
2022-08-03,Ashwood-Performance Max,86.0,19.02,82.0
2022-08-03,UK | PMax | Purses,66.0,15.96,66.0
2022-08-03,PMax: All Products [Smart],32.0,11.81,32.0
2022-08-03,[VS] - Brand (Core) - [BM],23.0,7.48,23.0
2022-08-03,UK | DSA,14.0,6.4,14.0
2022-08-03,UK | PMax | Ladies Leather Jackets > HP,11.0,4.58,11.0
2022-08-03,Mens Sheepskin-Performance Max,6.0,1.02,6.0
2022-08-03,PMax W Biker,12.0,0.69,10.0
2022-08-03,Home & Living-Performance Max,1.0,0.35,1.0
2022-08-03,Womens Sheepskins-Performance Max,1.0,0.02,1.0
2022-08-02,UK | Search | Brand | Phrase,152.0,71.37,152.0
2022-08-02,"UK | PMax | Luggage, Handbags, Purses",328.0,42.58,164.0
2022-08-02,Luggage-Performance Max,122.0,39.45,116.0
2022-08-02,UK | PMax | Mens Leather Jackets > HP,69.0,34.49,68.0
2022-08-02,Ashwood-Performance Max,72.0,19.28,71.0
2022-08-02,UK | PMax | Purses,65.0,16.81,64.0
2022-08-02,[VS] - Brand (Core) - [BM],45.0,14.94,45.0
2022-08-02,UK | DSA,23.0,8.27,23.0
2022-08-02,PMax: All Products [Smart],33.0,4.33,33.0
2022-08-02,PMax W Biker,24.0,3.13,23.0
2022-08-02,UK | PMax | Ladies Leather Jackets > HP,6.0,2.62,6.0
2022-08-02,Mens Sheepskin-Performance Max,8.0,1.71,8.0
2022-08-02,Womens Sheepskins-Performance Max,4.0,1.11,4.0
2022-08-02,Home & Living-Performance Max,1.0,0.01,1.0
2022-08-01,UK | Search | Brand | Phrase,153.0,81.99,153.0
2022-08-01,"UK | PMax | Luggage, Handbags, Purses",291.0,28.93,124.0
2022-08-01,Luggage-Performance Max,113.0,28.93,110.0
2022-08-01,UK | PMax | Mens Leather Jackets > HP,51.0,22.54,51.0
2022-08-01,Ashwood-Performance Max,41.0,9.2,39.0
2022-08-01,[VS] - Brand (Core) - [BM],41.0,8.83,41.0
2022-08-01,UK | DSA,18.0,5.88,18.0
2022-08-01,PMax: All Products [Smart],20.0,4.16,20.0
2022-08-01,UK | PMax | Ladies Leather Jackets > HP,11.0,4.16,11.0
2022-08-01,UK | PMax | Purses,17.0,3.65,17.0
2022-08-01,PMax M Biker,32.0,2.21,32.0
2022-08-01,PMax W Biker,15.0,2.21,15.0
2022-08-01,Mens Sheepskin-Performance Max,8.0,1.25,8.0
2022-08-01,Womens Sheepskins-Performance Max,1.0,0.24,1.0
2022-08-01,Home & Living-Performance Max,2.0,0.02,2.0
2022-07-31,UK | Search | Brand | Phrase,156.0,65.66,156.0
2022-07-31,Ashwood-Performance Max,137.0,35.2,137.0
2022-07-31,"UK | PMax | Luggage, Handbags, Purses",313.0,26.04,117.0
2022-07-31,UK | PMax | Mens Leather Jackets > HP,69.0,24.82,69.0
2022-07-31,Luggage-Performance Max,62.0,19.23,57.0
2022-07-31,[VS] - Brand (Core) - [BM],57.0,12.92,57.0
2022-07-31,UK | DSA,33.0,10.61,33.0
2022-07-31,PMax M Biker,75.0,6.56,67.0
2022-07-31,PMax: All Products [Smart],30.0,5.87,30.0
2022-07-31,UK | PMax | Purses,23.0,3.43,22.0
2022-07-31,PMax W Biker,21.0,3.2,19.0
2022-07-31,UK | PMax | Ladies Leather Jackets > HP,5.0,2.05,5.0
2022-07-31,Mens Sheepskin-Performance Max,6.0,1.24,6.0
2022-07-31,Womens Sheepskins-Performance Max,2.0,0.13,2.0
2022-07-31,Home & Living-Performance Max,1.0,0.01,1.0
2022-07-30,UK | Search | Brand | Phrase,138.0,71.21,138.0
2022-07-30,UK | PMax | Mens Leather Jackets > HP,76.0,29.86,76.0
2022-07-30,Luggage-Performance Max,74.0,19.55,70.0
2022-07-30,"UK | PMax | Luggage, Handbags, Purses",196.0,18.09,108.0
2022-07-30,Ashwood-Performance Max,76.0,14.58,75.0
2022-07-30,[VS] - Brand (Core) - [BM],43.0,10.74,43.0
2022-07-30,UK | DSA,27.0,7.95,27.0
2022-07-30,PMax M Biker,41.0,3.95,39.0
2022-07-30,PMax W Biker,27.0,3.91,24.0
2022-07-30,UK | PMax | Purses,17.0,3.24,15.0
2022-07-30,PMax: All Products [Smart],12.0,3.07,12.0
