date,Campaign,Interactions,Costs,Clicks
2022-07-30,Mens Sheepskin-Performance Max,8.0,1.39,8.0
2022-07-30,Womens Sheepskins-Performance Max,3.0,0.21,3.0
2022-07-30,UK | PMax | Ladies Leather Jackets > HP,2.0,0.02,2.0
2022-07-29,UK | Search | Brand | Phrase,142.0,68.69,142.0
2022-07-29,"UK | PMax | Luggage, Handbags, Purses",227.0,43.84,170.0
2022-07-29,Luggage-Performance Max,69.0,25.22,65.0
2022-07-29,Ashwood-Performance Max,90.0,22.81,89.0
2022-07-29,UK | PMax | Mens Leather Jackets > HP,56.0,20.01,56.0
2022-07-29,[VS] - Brand (Core) - [BM],51.0,12.69,51.0
2022-07-29,PMax: All Products [Smart],18.0,4.32,18.0
2022-07-29,UK | DSA,19.0,4.03,19.0
2022-07-29,UK | PMax | Purses,19.0,3.53,18.0
2022-07-29,UK | PMax | Ladies Leather Jackets > HP,8.0,2.97,8.0
2022-07-29,PMax W Biker,15.0,1.61,14.0
2022-07-29,PMax M Biker,23.0,1.34,22.0
2022-07-29,Mens Sheepskin-Performance Max,8.0,1.25,8.0
2022-07-29,Womens Sheepskins-Performance Max,3.0,0.17,3.0
2022-07-28,UK | Search | Brand | Phrase,190.0,109.74,190.0
2022-07-28,"UK | PMax | Luggage, Handbags, Purses",228.0,54.68,205.0
2022-07-28,Luggage-Performance Max,89.0,33.47,86.0
2022-07-28,Ashwood-Performance Max,119.0,28.19,116.0
2022-07-28,UK | PMax | Mens Leather Jackets > HP,54.0,20.87,54.0
2022-07-28,[VS] - Brand (Core) - [BM],54.0,15.58,54.0
2022-07-28,UK | DSA,24.0,11.98,24.0
2022-07-28,PMax M Biker,68.0,7.3,68.0
2022-07-28,PMax W Biker,27.0,5.91,26.0
2022-07-28,UK | PMax | Purses,24.0,5.0,24.0
2022-07-28,UK | PMax | Ladies Leather Jackets > HP,11.0,4.02,11.0
2022-07-28,PMax: All Products [Smart],12.0,2.99,12.0
2022-07-28,Mens Sheepskin-Performance Max,6.0,1.61,6.0
2022-07-28,Womens Sheepskins-Performance Max,1.0,0.09,1.0
2022-07-27,UK | Search | Brand | Phrase,160.0,93.48,160.0
2022-07-27,"UK | PMax | Luggage, Handbags, Purses",155.0,26.64,126.0
2022-07-27,UK | PMax | Mens Leather Jackets > HP,62.0,25.59,62.0
2022-07-27,Ashwood-Performance Max,90.0,24.78,87.0
2022-07-27,PMax M Biker,134.0,18.67,134.0
2022-07-27,Luggage-Performance Max,46.0,16.57,46.0
2022-07-27,[VS] - Brand (Core) - [BM],52.0,15.32,52.0
2022-07-27,PMax W Biker,47.0,15.31,46.0
2022-07-27,UK | DSA,28.0,10.33,28.0
2022-07-27,PMax: All Products [Smart],25.0,6.4,25.0
2022-07-27,UK | PMax | Purses,15.0,5.32,15.0
2022-07-27,UK | PMax | Ladies Leather Jackets > HP,14.0,4.73,14.0
2022-07-27,Womens Sheepskins-Performance Max,4.0,0.99,4.0
2022-07-27,Home & Living-Performance Max,2.0,0.07,2.0
2022-07-26,UK | Search | Brand | Phrase,203.0,115.92,203.0
2022-07-26,"UK | PMax | Luggage, Handbags, Purses",265.0,43.3,207.0
2022-07-26,Ashwood-Performance Max,148.0,43.25,148.0
2022-07-26,PMax M Biker,179.0,33.36,178.0
2022-07-26,Luggage-Performance Max,71.0,28.06,71.0
2022-07-26,UK | PMax | Mens Leather Jackets > HP,75.0,24.15,75.0
2022-07-26,PMax W Biker,40.0,20.89,36.0
2022-07-26,UK | DSA,18.0,10.88,18.0
2022-07-26,UK | PMax | Purses,19.0,4.28,19.0
2022-07-26,[VS] - Brand (Core) - [BM],19.0,3.67,19.0
2022-07-26,PMax: All Products [Smart],9.0,2.43,9.0
2022-07-26,UK | PMax | Ladies Leather Jackets > HP,2.0,0.48,2.0
2022-07-26,Mens Sheepskin-Performance Max,1.0,0.06,1.0
2022-07-26,Womens Sheepskins-Performance Max,2.0,0.06,2.0
2022-07-26,Home & Living-Performance Max,1.0,0.01,1.0
2022-07-25,UK | Search | Brand | Phrase,164.0,96.84,164.0
2022-07-25,PMax M Biker,3135.0,86.11,3105.0
2022-07-25,"UK | PMax | Luggage, Handbags, Purses",336.0,79.72,282.0
2022-07-25,PMax W Biker,148.0,71.34,144.0
2022-07-25,Luggage-Performance Max,81.0,38.15,78.0
2022-07-25,PMax: All Products [Smart],68.0,18.5,68.0
2022-07-25,UK | PMax | Mens Leather Jackets > HP,37.0,17.23,37.0
2022-07-25,UK | DSA,34.0,10.31,34.0
2022-07-25,UK | PMax | Purses,30.0,7.56,30.0
2022-07-25,[VS] - Brand (Core) - [BM],35.0,6.55,35.0
2022-07-25,Ashwood-Performance Max,25.0,6.04,25.0
2022-07-25,Home & Living-Performance Max,9.0,1.37,9.0
2022-07-25,Mens Sheepskin-Performance Max,1.0,0.05,1.0
2022-07-25,Womens Sheepskins-Performance Max,2.0,0.05,2.0
2022-07-24,UK | Search | Brand | Phrase,195.0,109.39,195.0
2022-07-24,"UK | PMax | Luggage, Handbags, Purses",453.0,93.72,355.0
2022-07-24,PMax W Biker,160.0,79.05,151.0
2022-07-24,PMax M Biker,426.0,58.61,387.0
2022-07-24,Luggage-Performance Max,86.0,26.6,85.0
2022-07-24,Ashwood-Performance Max,48.0,13.85,47.0
2022-07-24,UK | DSA,25.0,7.18,25.0
2022-07-24,[VS] - Brand (Core) - [BM],37.0,6.44,37.0
2022-07-24,UK | PMax | Mens Leather Jackets > HP,20.0,4.97,20.0
2022-07-24,UK | PMax | Purses,26.0,4.26,26.0
2022-07-24,PMax: All Products [Smart],8.0,1.99,8.0
2022-07-24,Mens Sheepskin-Performance Max,4.0,1.32,4.0
2022-07-24,Womens Sheepskins-Performance Max,3.0,0.37,3.0
2022-07-23,PMax W Biker,134.0,91.44,134.0
2022-07-23,UK | Search | Brand | Phrase,176.0,82.29,176.0
2022-07-23,"UK | PMax | Luggage, Handbags, Purses",336.0,66.44,266.0
2022-07-23,PMax M Biker,398.0,54.35,380.0
2022-07-23,Luggage-Performance Max,74.0,27.05,73.0
2022-07-23,UK | PMax | Mens Leather Jackets > HP,72.0,26.76,72.0
2022-07-23,PMax: All Products [Smart],62.0,25.46,62.0
2022-07-23,UK | DSA,33.0,10.75,33.0
2022-07-23,UK | PMax | Purses,19.0,4.48,18.0
2022-07-23,[VS] - Brand (Core) - [BM],27.0,4.43,27.0
2022-07-23,Mens Sheepskin-Performance Max,7.0,1.21,7.0
2022-07-23,Home & Living-Performance Max,3.0,0.56,3.0
2022-07-23,Ashwood-Performance Max,9.0,0.42,1.0
2022-07-23,Womens Sheepskins-Performance Max,3.0,0.4,3.0
2022-07-22,UK | Search | Brand | Phrase,160.0,93.23,160.0
2022-07-22,"UK | PMax | Luggage, Handbags, Purses",373.0,80.31,241.0
2022-07-22,PMax: All Products [Smart],178.0,52.07,178.0
2022-07-22,Luggage-Performance Max,104.0,37.83,99.0
2022-07-22,PMax M Biker,236.0,30.08,236.0
2022-07-22,UK | PMax | Ladies Leather Jackets > HP,48.0,26.2,48.0
2022-07-22,PMax W Biker,44.0,24.08,44.0
2022-07-22,UK | PMax | Mens Leather Jackets > HP,35.0,14.75,35.0
2022-07-22,[VS] - Brand (Core) - [BM],41.0,8.68,41.0
2022-07-22,UK | DSA,26.0,8.52,26.0
2022-07-22,Home & Living-Performance Max,6.0,1.95,6.0
2022-07-22,Mens Sheepskin-Performance Max,9.0,1.76,9.0
2022-07-22,Womens Sheepskins-Performance Max,2.0,0.94,2.0
2022-07-22,UK | PMax | Purses,5.0,0.53,4.0
2022-07-22,Ashwood-Performance Max,3.0,0.01,
2022-07-21,"UK | PMax | Luggage, Handbags, Purses",251.0,55.33,173.0
2022-07-21,UK | Search | Brand | Phrase,109.0,54.06,109.0
2022-07-21,PMax W Biker,1024.0,39.23,1024.0
2022-07-21,Luggage-Performance Max,89.0,38.52,86.0
2022-07-21,UK | PMax | Mens Leather Jackets > HP,49.0,24.18,49.0
2022-07-21,PMax: All Products [Smart],83.0,22.74,83.0
2022-07-21,[VS] - Brand (Core) - [BM],45.0,13.74,45.0
2022-07-21,UK | DSA,21.0,6.98,21.0
2022-07-21,UK | PMax | Ladies Leather Jackets > HP,5.0,3.19,5.0
2022-07-21,UK | PMax | Purses,7.0,2.65,7.0
2022-07-21,Ashwood-Performance Max,5.0,2.07,5.0
2022-07-21,Mens Sheepskin-Performance Max,8.0,1.25,8.0
2022-07-21,Home & Living-Performance Max,3.0,0.87,3.0
2022-07-21,PMax M Biker,12.0,0.14,12.0
2022-07-21,Womens Sheepskins-Performance Max,3.0,0.06,3.0
2022-07-20,"UK | PMax | Luggage, Handbags, Purses",255.0,80.76,239.0
2022-07-20,PMax M Biker,10808.0,73.66,10808.0
2022-07-20,PMax W Biker,10065.0,69.78,10065.0
2022-07-20,UK | Search | Brand | Phrase,81.0,34.1,81.0
2022-07-20,PMax: All Products [Smart],120.0,33.41,120.0
2022-07-20,Luggage-Performance Max,86.0,31.36,82.0
2022-07-20,Ashwood-Performance Max,31.0,18.57,31.0
2022-07-20,UK | PMax | Ladies Leather Jackets > HP,17.0,17.4,17.0
2022-07-20,[VS] - Brand (Core) - [BM],66.0,15.99,66.0
2022-07-20,UK | DSA,21.0,9.85,21.0
2022-07-20,UK | PMax | Mens Leather Jackets > HP,18.0,5.97,18.0
2022-07-20,UK | PMax | Purses,5.0,1.26,2.0
2022-07-20,Mens Sheepskin-Performance Max,3.0,0.59,3.0
2022-07-20,Womens Sheepskins-Performance Max,4.0,0.19,4.0
2022-07-19,"UK | PMax | Luggage, Handbags, Purses",301.0,74.38,246.0
2022-07-19,UK | Search | Brand | Phrase,70.0,31.61,70.0
2022-07-19,Luggage-Performance Max,63.0,27.0,61.0
2022-07-19,PMax: All Products [Smart],101.0,20.77,101.0
2022-07-19,Ashwood-Performance Max,49.0,19.19,48.0
2022-07-19,[VS] - Brand (Core) - [BM],42.0,13.03,42.0
2022-07-19,UK | DSA,32.0,10.25,32.0
2022-07-19,UK | PMax | Mens Leather Jackets > HP,26.0,6.23,26.0
2022-07-19,UK | PMax | Ladies Leather Jackets > HP,2.0,2.06,2.0
2022-07-19,UK | PMax | Purses,8.0,1.08,7.0
2022-07-19,Mens Sheepskin-Performance Max,3.0,0.42,3.0
2022-07-19,Womens Sheepskins-Performance Max,2.0,0.27,2.0
2022-07-19,Home & Living-Performance Max,3.0,0.09,3.0
2022-07-18,"UK | PMax | Luggage, Handbags, Purses",282.0,73.46,239.0
2022-07-18,UK | Search | Brand | Phrase,117.0,51.3,117.0
2022-07-18,PMax: All Products [Smart],117.0,29.07,117.0
2022-07-18,Luggage-Performance Max,68.0,25.24,66.0
2022-07-18,Ashwood-Performance Max,84.0,16.34,78.0
2022-07-18,UK | PMax | Purses,16.0,8.31,16.0
2022-07-18,[VS] - Brand (Core) - [BM],29.0,6.53,29.0
2022-07-18,UK | PMax | Mens Leather Jackets > HP,23.0,6.39,23.0
2022-07-18,UK | DSA,13.0,2.69,13.0
2022-07-18,UK | PMax | Ladies Leather Jackets > HP,2.0,0.88,2.0
2022-07-18,Mens Sheepskin-Performance Max,3.0,0.24,3.0
2022-07-17,"UK | PMax | Luggage, Handbags, Purses",330.0,97.43,282.0
2022-07-17,UK | Search | Brand | Phrase,126.0,68.58,126.0
2022-07-17,Luggage-Performance Max,91.0,33.13,88.0
2022-07-17,PMax: All Products [Smart],96.0,32.21,96.0
2022-07-17,Ashwood-Performance Max,29.0,7.33,27.0
2022-07-17,UK | PMax | Mens Leather Jackets > HP,16.0,5.09,16.0
2022-07-17,[VS] - Brand (Core) - [BM],22.0,4.86,22.0
2022-07-17,UK | DSA,16.0,4.83,16.0
2022-07-17,UK | PMax | Purses,10.0,1.64,10.0
2022-07-17,Mens Sheepskin-Performance Max,2.0,0.19,2.0
2022-07-16,UK | Search | Brand | Phrase,107.0,50.1,107.0
2022-07-16,"UK | PMax | Luggage, Handbags, Purses",209.0,48.81,187.0
2022-07-16,Luggage-Performance Max,85.0,29.93,75.0
2022-07-16,PMax: All Products [Smart],85.0,27.08,85.0
2022-07-16,UK | PMax | Mens Leather Jackets > HP,38.0,11.05,38.0
2022-07-16,Ashwood-Performance Max,24.0,5.02,24.0
2022-07-16,[VS] - Brand (Core) - [BM],27.0,4.77,27.0
2022-07-16,UK | DSA,11.0,4.32,11.0
2022-07-16,UK | PMax | Purses,11.0,3.46,11.0
2022-07-16,Mens Sheepskin-Performance Max,5.0,1.07,5.0
2022-07-16,Womens Sheepskins-Performance Max,2.0,0.21,2.0
2022-07-16,Home & Living-Performance Max,1.0,0.03,1.0
2022-07-15,UK | Search | Brand | Phrase,115.0,60.62,115.0
2022-07-15,"UK | PMax | Luggage, Handbags, Purses",237.0,54.31,209.0
2022-07-15,PMax: All Products [Smart],66.0,23.34,66.0
2022-07-15,Luggage-Performance Max,65.0,21.32,61.0
2022-07-15,[VS] - Display [Smart],57.0,12.12,57.0
2022-07-15,UK | PMax | Mens Leather Jackets > HP,39.0,10.41,39.0
2022-07-15,[VS] - Brand (Core) - [BM],30.0,6.71,30.0
2022-07-15,Ashwood-Performance Max,27.0,6.28,27.0
2022-07-15,UK | PMax | Ladies Leather Jackets > HP,5.0,4.95,5.0
2022-07-15,UK | PMax | Purses,15.0,2.37,14.0
2022-07-15,UK | DSA,7.0,1.31,7.0
2022-07-15,Home & Living-Performance Max,2.0,0.64,2.0
2022-07-15,Mens Sheepskin-Performance Max,4.0,0.58,4.0
2022-07-14,"UK | PMax | Luggage, Handbags, Purses",235.0,59.7,203.0
2022-07-14,UK | Search | Brand | Phrase,97.0,54.38,97.0
2022-07-14,[VS] - (SC) All Products [Smart],104.0,34.17,104.0
2022-07-14,Luggage-Performance Max,87.0,34.17,83.0
2022-07-14,PMax: All Products [Smart],45.0,32.45,45.0
2022-07-14,[VS] - Display [Smart],74.0,14.24,74.0
2022-07-14,Ashwood-Performance Max,42.0,11.84,42.0
2022-07-14,[VS] - Brand (Core) - [BM],20.0,7.11,20.0
2022-07-14,UK | PMax | Purses,20.0,5.3,20.0
2022-07-14,UK | PMax | Mens Leather Jackets > HP,15.0,4.25,15.0
2022-07-14,UK | DSA,11.0,2.74,11.0
2022-07-14,Womens Sheepskins-Performance Max,3.0,1.05,3.0
2022-07-14,Mens Sheepskin-Performance Max,5.0,0.9,5.0
2022-07-14,UK | PMax | Ladies Leather Jackets > HP,3.0,0.48,3.0
2022-07-14,Home & Living-Performance Max,1.0,0.03,1.0
2022-07-13,"UK | PMax | Luggage, Handbags, Purses",246.0,57.87,190.0
2022-07-13,Search Summer Sale,411.0,33.85,411.0
2022-07-13,Luggage-Performance Max,73.0,32.93,70.0
2022-07-13,UK | Search | Brand | Phrase,83.0,31.85,83.0
2022-07-13,[VS] - (SC) All Products [Smart],140.0,31.44,140.0
2022-07-13,Ashwood-Performance Max,49.0,16.38,48.0
2022-07-13,UK | PMax | Purses,41.0,9.71,41.0
2022-07-13,UK | PMax | Mens Leather Jackets > HP,23.0,7.27,23.0
2022-07-13,[VS] - Display [Smart],39.0,6.79,39.0
2022-07-13,[VS] - Remarketing,12.0,2.76,12.0
2022-07-13,UK | PMax | Ladies Leather Jackets > HP,3.0,1.91,3.0
2022-07-13,[VS] - Brand (Core) - [BM],6.0,1.18,6.0
2022-07-13,UK | DSA,3.0,0.7,3.0
2022-07-13,UK | Leather > General,4.0,0.63,4.0
2022-07-13,[VS] - Leather (Gen) - [EM],1.0,0.5,1.0
2022-07-13,Mens Sheepskin-Performance Max,2.0,0.26,2.0
2022-07-13,Home & Living-Performance Max,1.0,0.07,1.0
2022-07-13,Womens Sheepskins-Performance Max,2.0,0.06,2.0
2022-07-12,Luggage-Performance Max,89.0,67.05,87.0
2022-07-12,"UK | PMax | Luggage, Handbags, Purses",190.0,45.24,140.0
2022-07-12,Search Summer Sale,503.0,38.16,503.0
2022-07-12,Ashwood-Performance Max,98.0,27.85,97.0
2022-07-12,[VS] - Remarketing,30.0,15.78,30.0
2022-07-12,UK | PMax | Mens Leather Jackets > HP,29.0,11.64,29.0
2022-07-12,[VS] - Display [Smart],63.0,10.51,63.0
2022-07-12,UK | Search | Brand | Phrase,35.0,9.4,35.0
2022-07-12,UK | PMax | Purses,25.0,5.1,25.0
2022-07-12,[VS] - (SC) All Products [Smart],23.0,3.29,23.0
2022-07-12,UK | DSA,13.0,2.42,13.0
2022-07-12,UK | Leather > General,10.0,2.04,10.0
2022-07-12,UK | PMax | Ladies Leather Jackets > HP,3.0,0.89,3.0
2022-07-12,[VS] - Brand (Core) - [BM],3.0,0.4,3.0
2022-07-12,[VS] - Leather (Gen) - [EM],1.0,0.39,1.0
2022-07-12,Mens Sheepskin-Performance Max,2.0,0.15,2.0
2022-07-12,Womens Sheepskins-Performance Max,2.0,0.1,2.0
2022-07-12,Home & Living-Performance Max,2.0,0.06,2.0
2022-07-11,"UK | PMax | Luggage, Handbags, Purses",252.0,80.64,227.0
2022-07-11,Search Summer Sale,550.0,42.96,550.0
2022-07-11,Luggage-Performance Max,87.0,39.31,81.0
2022-07-11,Ashwood-Performance Max,94.0,20.12,94.0
2022-07-11,[VS] - Remarketing,30.0,16.87,30.0
2022-07-11,UK | Search | Brand | Phrase,40.0,13.71,40.0
2022-07-11,[VS] - Display [Smart],56.0,11.16,56.0
2022-07-11,UK | PMax | Mens Leather Jackets > HP,22.0,8.24,22.0
2022-07-11,UK | PMax | Purses,27.0,8.19,27.0
2022-07-11,[VS] - (SC) All Products [Smart],14.0,7.61,14.0
2022-07-11,UK | PMax | Ladies Leather Jackets > HP,6.0,5.39,6.0
2022-07-11,UK | DSA,12.0,4.13,12.0
2022-07-11,[VS] - Brand (Core) - [BM],9.0,1.52,9.0
2022-07-11,UK | Leather > General,9.0,1.11,9.0
2022-07-11,[VS] - Leather (Gen) - [EM],2.0,0.75,2.0
2022-07-11,Mens Sheepskin-Performance Max,1.0,0.27,1.0
2022-07-11,Womens Sheepskins-Performance Max,4.0,0.18,4.0
2022-07-11,Home & Living-Performance Max,2.0,0.05,2.0
2022-07-10,"UK | PMax | Luggage, Handbags, Purses",214.0,64.29,201.0
2022-07-10,[VS] - Remarketing,89.0,46.3,89.0
2022-07-10,Luggage-Performance Max,94.0,36.47,90.0
2022-07-10,Ashwood-Performance Max,120.0,33.9,119.0
2022-07-10,UK | Search | Brand | Phrase,30.0,22.92,30.0
2022-07-10,UK | PMax | Purses,44.0,13.28,44.0
2022-07-10,Search Summer Sale,144.0,10.05,144.0
2022-07-10,[VS] - Display [Smart],33.0,8.96,33.0
2022-07-10,UK | PMax | Mens Leather Jackets > HP,32.0,7.81,32.0
2022-07-10,UK | DSA,13.0,3.49,13.0
2022-07-10,UK | Leather > General,9.0,2.75,9.0
2022-07-10,[VS] - (SC) All Products [Smart],14.0,1.36,14.0
2022-07-10,Womens Sheepskins-Performance Max,6.0,0.74,6.0
2022-07-10,[VS] - Leather (Gen) - [EM],2.0,0.73,2.0
2022-07-10,Mens Sheepskin-Performance Max,5.0,0.66,5.0
2022-07-10,[VS] - Brand (Core) - [BM],5.0,0.43,5.0
2022-07-10,Home & Living-Performance Max,2.0,0.13,1.0
2022-07-09,"UK | PMax | Luggage, Handbags, Purses",251.0,81.25,232.0
2022-07-09,[VS] - Remarketing,87.0,54.61,87.0
2022-07-09,Luggage-Performance Max,122.0,51.49,109.0
2022-07-09,UK | Search | Brand | Phrase,58.0,20.25,58.0
2022-07-09,UK | PMax | Mens Leather Jackets > HP,50.0,18.11,50.0
2022-07-09,[VS] - Display [Smart],87.0,18.03,87.0
2022-07-09,Ashwood-Performance Max,51.0,16.29,51.0
2022-07-09,UK | PMax | Purses,42.0,13.12,42.0
2022-07-09,Search Summer Sale,103.0,10.26,103.0
2022-07-09,[VS] - (SC) All Products [Smart],25.0,5.84,25.0
2022-07-09,Mens Sheepskin-Performance Max,6.0,3.29,6.0
2022-07-09,UK | Leather > General,14.0,2.8,14.0
2022-07-09,UK | DSA,7.0,2.4,7.0
2022-07-09,[VS] - Leather (Gen) - [EM],6.0,2.31,6.0
2022-07-09,[VS] - Brand (Core) - [BM],5.0,0.85,5.0
2022-07-09,Womens Sheepskins-Performance Max,5.0,0.41,5.0
2022-07-09,UK | PMax | Ladies Leather Jackets > HP,2.0,0.2,1.0
2022-07-09,Home & Living-Performance Max,1.0,0.03,1.0
2022-07-08,"UK | PMax | Luggage, Handbags, Purses",223.0,69.84,208.0
2022-07-08,[VS] - Remarketing,76.0,54.33,76.0
2022-07-08,Luggage-Performance Max,137.0,38.11,90.0
2022-07-08,UK | Search | Brand | Phrase,53.0,23.29,53.0
2022-07-08,[VS] - Display [Smart],109.0,20.53,109.0
2022-07-08,Ashwood-Performance Max,51.0,17.5,50.0
2022-07-08,UK | PMax | Mens Leather Jackets > HP,37.0,11.14,37.0
2022-07-08,Search Summer Sale,132.0,9.97,132.0
2022-07-08,UK | PMax | Purses,34.0,9.9,34.0
2022-07-08,[VS] - (SC) All Products [Smart],16.0,5.64,16.0
2022-07-08,UK | DSA,10.0,4.15,10.0
2022-07-08,UK | PMax | Ladies Leather Jackets > HP,6.0,2.15,6.0
2022-07-08,UK | Leather > General,7.0,2.09,7.0
2022-07-08,[VS] - Leather (Gen) - [EM],4.0,0.79,4.0
2022-07-08,Mens Sheepskin-Performance Max,3.0,0.65,3.0
2022-07-08,[VS] - Brand (Core) - [BM],2.0,0.38,2.0
2022-07-08,Womens Sheepskins-Performance Max,3.0,0.17,3.0
2022-07-08,Home & Living-Performance Max,1.0,0.03,1.0
2022-07-07,"UK | PMax | Luggage, Handbags, Purses",234.0,62.09,187.0
2022-07-07,[VS] - Remarketing,114.0,47.17,114.0
2022-07-07,Luggage-Performance Max,95.0,34.22,82.0
2022-07-07,UK | Search | Brand | Phrase,63.0,29.76,63.0
2022-07-07,[VS] - Display [Smart],57.0,15.42,57.0
2022-07-07,UK | PMax | Mens Leather Jackets > HP,39.0,15.41,39.0
2022-07-07,Ashwood-Performance Max,60.0,12.52,60.0
2022-07-07,Search Summer Sale,98.0,10.94,98.0
2022-07-07,UK | PMax | Purses,25.0,6.6,25.0
2022-07-07,UK | DSA,18.0,6.5,18.0
2022-07-07,[VS] - (SC) All Products [Smart],30.0,6.44,30.0
2022-07-07,UK | Leather > General,14.0,2.57,14.0
2022-07-07,[VS] - Brand (Core) - [BM],10.0,1.94,10.0
2022-07-07,[VS] - Leather (Gen) - [EM],4.0,1.17,4.0
2022-07-07,Mens Sheepskin-Performance Max,1.0,0.54,1.0
2022-07-07,Womens Sheepskins-Performance Max,2.0,0.14,2.0
2022-07-07,UK | PMax | Ladies Leather Jackets > HP,6.0,0.13,4.0
2022-07-06,"UK | PMax | Luggage, Handbags, Purses",271.0,80.95,239.0
2022-07-06,[VS] - Remarketing,110.0,60.39,110.0
2022-07-06,Luggage-Performance Max,132.0,54.21,125.0
2022-07-06,UK | Search | Brand | Phrase,77.0,39.32,77.0
2022-07-06,UK | PMax | Mens Leather Jackets > HP,35.0,15.5,35.0
2022-07-06,UK | PMax | Purses,50.0,14.84,49.0
2022-07-06,Ashwood-Performance Max,68.0,13.88,63.0
2022-07-06,Search Summer Sale,125.0,10.79,125.0
2022-07-06,[VS] - Display [Smart],77.0,10.01,77.0
2022-07-06,UK | DSA,20.0,8.51,20.0
2022-07-06,UK | PMax | Ladies Leather Jackets > HP,9.0,4.08,8.0
2022-07-06,[VS] - Brand (Core) - [BM],13.0,3.28,13.0
2022-07-06,[VS] - (SC) All Products [Smart],18.0,2.41,18.0
2022-07-06,[VS] - Leather (Gen) - [EM],6.0,1.81,6.0
2022-07-06,UK | Leather > General,8.0,1.48,8.0
2022-07-06,Mens Sheepskin-Performance Max,3.0,0.35,3.0
2022-07-05,"UK | PMax | Luggage, Handbags, Purses",384.0,144.68,341.0
2022-07-05,Luggage-Performance Max,138.0,70.74,113.0
2022-07-05,Search Summer Sale,419.0,62.31,419.0
2022-07-05,[VS] - Remarketing,128.0,61.53,128.0
2022-07-05,UK | Search | Brand | Phrase,69.0,40.91,69.0
2022-07-05,[VS] - Display [Smart],141.0,22.72,141.0
2022-07-05,Ashwood-Performance Max,86.0,20.52,83.0
2022-07-05,UK | PMax | Mens Leather Jackets > HP,42.0,19.22,42.0
2022-07-05,UK | PMax | Purses,55.0,17.41,53.0
2022-07-05,UK | DSA,21.0,11.7,21.0
2022-07-05,[VS] - Brand (Core) - [BM],34.0,8.99,34.0
2022-07-05,[VS] - (SC) All Products [Smart],38.0,8.54,38.0
2022-07-05,UK | PMax | Ladies Leather Jackets > HP,14.0,6.96,14.0
2022-07-05,UK | Leather > General,6.0,1.11,6.0
2022-07-05,Womens Sheepskins-Performance Max,3.0,0.52,3.0
2022-07-05,[VS] - Leather (Gen) - [EM],2.0,0.45,2.0
2022-07-05,Mens Sheepskin-Performance Max,1.0,0.1,1.0
2022-07-04,"UK | PMax | Luggage, Handbags, Purses",458.0,168.9,385.0
2022-07-04,Search Summer Sale,605.0,98.74,605.0
2022-07-04,Luggage-Performance Max,182.0,76.46,140.0
2022-07-04,[VS] - Remarketing,98.0,56.02,98.0
2022-07-04,UK | Search | Brand | Phrase,78.0,35.81,78.0
2022-07-04,[VS] - Display [Smart],352.0,28.29,352.0
2022-07-04,UK | PMax | Mens Leather Jackets > HP,50.0,24.17,50.0
2022-07-04,UK | PMax | Purses,63.0,20.15,63.0
2022-07-04,Ashwood-Performance Max,41.0,9.55,39.0
2022-07-04,[VS] - Brand (Core) - [BM],31.0,6.18,31.0
2022-07-04,UK | DSA,19.0,5.79,19.0
2022-07-04,UK | PMax | Ladies Leather Jackets > HP,6.0,2.75,6.0
2022-07-04,[VS] - Leather (Gen) - [EM],9.0,2.19,9.0
2022-07-04,UK | Leather > General,9.0,1.48,9.0
2022-07-04,Womens Sheepskins-Performance Max,6.0,0.57,6.0
2022-07-04,Home & Living-Performance Max,2.0,0.46,2.0
2022-07-04,[VS] - (SC) All Products [Smart],7.0,0.25,7.0
2022-07-04,Mens Sheepskin-Performance Max,1.0,0.09,1.0
2022-07-03,"UK | PMax | Luggage, Handbags, Purses",420.0,163.57,353.0
2022-07-03,Luggage-Performance Max,226.0,65.68,165.0
2022-07-03,Search Summer Sale,399.0,47.95,399.0
2022-07-03,[VS] - Remarketing,78.0,41.08,78.0
2022-07-03,UK | Search | Brand | Phrase,69.0,38.49,69.0
2022-07-03,[VS] - Display [Smart],176.0,19.1,176.0
2022-07-03,Ashwood-Performance Max,71.0,18.86,69.0
2022-07-03,UK | PMax | Mens Leather Jackets > HP,44.0,16.19,44.0
2022-07-03,UK | PMax | Purses,51.0,13.29,50.0
2022-07-03,UK | DSA,22.0,6.36,22.0
2022-07-03,[VS] - (SC) All Products [Smart],16.0,6.01,16.0
2022-07-03,[VS] - Leather (Gen) - [EM],9.0,2.75,9.0
2022-07-03,[VS] - Brand (Core) - [BM],19.0,2.59,19.0
2022-07-03,UK | Leather > General,9.0,1.56,9.0
2022-07-03,Womens Sheepskins-Performance Max,2.0,0.46,2.0
2022-07-03,Mens Sheepskin-Performance Max,4.0,0.38,4.0
2022-07-03,UK | PMax | Ladies Leather Jackets > HP,6.0,0.27,2.0
2022-07-03,Home & Living-Performance Max,2.0,0.11,2.0
2022-07-02,"UK | PMax | Luggage, Handbags, Purses",425.0,131.94,317.0
2022-07-02,[VS] - Remarketing,130.0,81.24,130.0
2022-07-02,Luggage-Performance Max,340.0,55.58,116.0
2022-07-02,Search Summer Sale,341.0,46.44,341.0
2022-07-02,[VS] - Display [Smart],168.0,27.04,168.0
2022-07-02,UK | Search | Brand | Phrase,58.0,22.45,58.0
