Top vs. Other,Keyword status,Keyword,Match type,Campaign,Ad group,Status,Status reasons,Currency code,Max. CPC,Final URL,Mobile final URL,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Conv. value / click,Conv. value (by conv. time),Clicks,Conv. rate,Conv. value,Conv. value / cost,Conversions,Avg. CPC,Cost / conv.
Search partners,Enabled,leather purse,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,"1,294",0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,saffiano leather,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,classic leather shoulder bag,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,black leather backpack womens,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,soft leather crossbody bag,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,ashwood leather crossbody bag,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,33,1,3.03%,0.05,0.05,0.00,0.00,1,0.00%,0.00,0.00,0.00,0.05,0.00
Search partners,Enabled,ashwood bag tk maxx,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,leather tote bag,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,14,3,21.43%,0.76,2.28,0.00,0.00,3,0.00%,0.00,0.00,0.00,0.76,0.00
Google search: Top,Enabled,small leather purse,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,black leather purse,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather crossbody bag,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,23,2,8.70%,0.50,0.99,0.00,0.00,2,0.00%,0.00,0.00,0.00,0.50,0.00
Search partners: Top,Enabled,leather crossbody bag,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,black leather bag,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,leather shoulder bag,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,5,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,brown leather bag,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,leather hobo bags,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,brown leather crossbody bag,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,tan leather bag,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,tan leather bag,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,tan leather cross body bag,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,black leather backpack,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,1,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,brown leather backpack,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,2,1,50.00%,0.31,0.31,0.00,0.00,1,0.00%,0.00,0.00,0.00,0.31,0.00
Cross-network,Enabled,brown leather backpack,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,ashwood handbags qvc,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,brown leather blazer,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,leather coat women,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,ladies black leather jackets,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,biker coat,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,plus size leather jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,plus size leather jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,plus size leather jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,cropped leather jackets,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather blazer jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,leather blazer jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,grey leather jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,leather jacket with belt,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,leather blazer men,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,leather blazer men,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,long black leather jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,leather shirt jackets,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,fur leather jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather coats,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,leather coats,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,leather biker jacket ladies,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather biker jacket ladies,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather coat with fur trim,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,leather coat with fur trim,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather jacket sale,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,brown leather coat,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,leather coats for men,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather coat women,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,black leather blazer womens,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,black leather blazer womens,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,cream leather jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,leather jacket blue,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather trench,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,long black leather jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,brown leather coat,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather trench coat womens,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,black leather blazer,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,leather coats,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,black leather coat,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,sheep skin coat,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,leather collarless jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,leather tan jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,green leather jackets,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,grey leather jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,burgundy leather jackets,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,burgundy leather jackets,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,burgundy leather jackets,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,black leather trench coat,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,leather trench,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,leather red jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,beige leather jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,leather jacket with hood,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,large crossbody bags uk,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,yellow shoulder bag,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,Leather Bags,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,handbags for women sale,Broad match,UK | Leather > General,Leather Handbags [BM],Not eligible,ad group paused,GBP, --,,,1,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,chiarugi bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,225,9,4.00%,0.19,1.73,0.00,0.00,9,0.00%,0.00,0.00,0.00,0.19,0.00
Google search: Top,Enabled,hidesign bags new collection,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,97,29,29.90%,0.35,10.18,0.00,0.00,29,0.00%,0.00,0.00,0.00,0.35,0.00
Search partners,Enabled,portland leather crossbody,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,3,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,tuscany leather bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,179,5,2.79%,0.22,1.08,0.00,0.00,5,0.00%,0.00,0.00,0.00,0.22,0.00
Google search: Other,Enabled,jaguar leather bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,29,1,3.45%,0.08,0.08,0.00,0.00,1,0.00%,0.00,0.00,0.00,0.08,0.00
Google search: Other,Enabled,paul costelloe leather bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,"1,045",35,3.35%,0.17,5.78,0.00,0.00,35,0.00%,0.00,0.00,0.00,0.17,0.00
Google Display Network,Enabled,spanish leather handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,marco buggiani handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,marco buggiani handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,desserto handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,101,36,35.64%,0.15,5.46,0.00,0.00,36,0.00%,0.00,0.00,0.00,0.15,0.00
Cross-network,Enabled,rowallan bags prices,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,everest leather bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,11,5,45.45%,0.24,1.20,0.00,0.00,5,0.00%,0.00,0.00,0.00,0.24,0.00
Google search: Other,Enabled,everest leather bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,33,2,6.06%,0.10,0.19,0.00,0.00,2,0.00%,0.00,0.00,0.00,0.10,0.00
Google search: Other,Enabled,paul costelloe crossbody bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,61,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,saddleback leather briefcase,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,hidesign briefcase,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,58,6,10.34%,0.91,5.46,0.00,0.00,6,0.00%,0.00,0.00,0.00,0.91,0.00
Cross-network,Enabled,swolit handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,platania handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,5,2,40.00%,0.09,0.18,0.00,0.00,2,0.00%,0.00,0.00,0.00,0.09,0.00
Google search: Other,Enabled,genuine leather handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,"1,499",71,4.74%,0.22,15.29,0.77,54.99,71,1.41%,54.99,3.60,1.00,0.22,15.29
Google search: Other,Enabled,wilson leather crossbody bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,6,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,pierre cardin leather bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,155,31,20.00%,0.31,9.66,0.00,0.00,31,0.00%,0.00,0.00,0.00,0.31,0.00
Search partners,Enabled,distressed leather handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,tjc leather handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,58,2,3.45%,0.08,0.15,0.00,0.00,2,0.00%,0.00,0.00,0.00,0.08,0.00
Search partners,Enabled,tjc leather handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,13,2,15.38%,0.05,0.10,0.00,0.00,2,0.00%,0.00,0.00,0.00,0.05,0.00
Search partners,Enabled,small white leather crossbody bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,super soft leather crossbody bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,jafferjees bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,63,2,3.17%,0.14,0.27,0.00,0.00,2,0.00%,0.00,0.00,0.00,0.14,0.00
Search partners,Enabled,portland leather bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,22,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,irish leather bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,55,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,tan leather crossbody handbag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,8,1,12.50%,1.18,1.18,0.00,0.00,1,0.00%,0.00,0.00,0.00,1.18,0.00
Search partners: Top,Enabled,genuine leather hobo bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Womens,Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,esprit leather bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Womens,Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,lia numa leather bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Womens,Not eligible,ad group paused,GBP, --,,,415,15,3.61%,0.07,1.08,0.00,0.00,15,0.00%,0.00,0.00,0.00,0.07,0.00
Google search: Top,Enabled,nappa handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Womens,Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
