Top vs. Other,Keyword status,Keyword,Match type,Campaign,Ad group,Status,Status reasons,Currency code,Max. CPC,Final URL,Mobile final URL,Impr.,Interactions,Interaction rate,Avg. cost,Cost,Conv. value / click,Conv. value (by conv. time),Clicks,Conv. rate,Conv. value,Conv. value / cost,Conversions,Avg. CPC,Cost / conv.
Search partners,Enabled,vintage leather bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,40,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,Leather Flight Jackets,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,leather bomber,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,81,11,13.58%,0.61,6.72,0.00,0.00,11,0.00%,0.00,0.00,0.00,0.61,0.00
Search partners,Enabled,leather bomber,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,385,1,0.26%,0.45,0.45,0.00,0.00,1,0.00%,0.00,0.00,0.00,0.45,0.00
Google Display Network,Enabled,black leather bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,oversized leather bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,leather aviator jacket womens,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,mens brown leather bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,9,2,22.22%,0.35,0.70,0.00,0.00,2,0.00%,0.00,0.00,0.00,0.35,0.00
Google Display Network,Enabled,b3 bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,Leather Flight Jackets,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,51,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,leather bomber jackets,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,71,10,14.08%,0.85,8.46,0.00,0.00,10,0.00%,0.00,0.00,0.00,0.85,0.00
Google search: Top,Enabled,mens leather flying jackets,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,86,12,13.95%,0.42,5.06,0.00,0.00,12,0.00%,0.00,0.00,0.00,0.42,0.00
Search partners,Enabled,mens leather bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,"4,719",7,0.15%,0.16,1.12,0.00,0.00,7,0.00%,0.00,0.00,0.00,0.16,0.00
Google search: Top,Enabled,leather aviator jacket womens,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,30,6,20.00%,0.46,2.77,0.00,0.00,6,0.00%,0.00,0.00,0.00,0.46,0.00
Google search: Other,Enabled,mens brown leather bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,3,1,33.33%,0.23,0.23,0.00,0.00,1,0.00%,0.00,0.00,0.00,0.23,0.00
Google Display Network,Enabled,mens brown leather bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,brown leather bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,b3 bomber jacket,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,44,5,11.36%,0.54,2.72,0.00,0.00,5,0.00%,0.00,0.00,0.00,0.54,0.00
Google search: Top,Enabled,black aviator coat,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,black leather bomber jacket womens,Broad match,UK | Leather > General,Leather Jackets (Flight) [BM],Eligible,,GBP, --,,,3,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,leather tan jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,leather blazer jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,leather puffer jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather man jackets,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather jacket with belt,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,leather blazer men,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,long black leather jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,long black leather jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,leather shirt jackets,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,leather shirt jackets,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,leather jackets for ladies,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,leather red jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,mens sheep skin coats,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,black leather blazer,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,brown leather coat,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,beige leather jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,beige leather jacket,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,leather jacket with hood,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,sheep skin coat,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,leather jacket oversized,Broad match,UK | Leather > General,Leather Coats [BM],Not eligible,ad group paused,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,conkca purse,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,bally leather bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,real leather purses on sale,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,411,5,1.22%,0.22,1.10,0.00,0.00,5,0.00%,0.00,0.00,0.00,0.22,0.00
Google search: Top,Enabled,distressed leather handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,5,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,super soft leather crossbody bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,45,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather cross body camera bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,11,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,red leather crossbody bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,27,2,7.41%,0.55,1.10,0.00,0.00,2,0.00%,0.00,0.00,0.00,0.55,0.00
Google search: Top,Enabled,marco buggiani handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,7,2,28.57%,0.23,0.46,0.00,0.00,2,0.00%,0.00,0.00,0.00,0.23,0.00
Google search: Other,Enabled,desserto handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,55,1,1.82%,0.04,0.04,0.00,0.00,1,0.00%,0.00,0.00,0.00,0.04,0.00
Google Display Network,Enabled,everest leather bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,paul costelloe crossbody bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,turkish leather bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,41,1,2.44%,0.59,0.59,0.00,0.00,1,0.00%,0.00,0.00,0.00,0.59,0.00
Google search: Top,Enabled,hidesign messenger bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,6,1,16.67%,0.68,0.68,0.00,0.00,1,0.00%,0.00,0.00,0.00,0.68,0.00
Google search: Other,Enabled,hidesign messenger bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,6,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,hidesign messenger bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,platania handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,soruka bags price,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,vegan leather cross body bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,desserto bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,giudi bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,i ponti firenze handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,mustard leather bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,osprey london handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,"3,134",613,19.56%,0.39,238.83,0.53,326.48,613,0.33%,326.48,1.37,2.00,0.39,119.42
Google search: Top,Enabled,private label leather goods,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,1,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,divina firenze bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,kompanero bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,ostrich leather bag price,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,77,1,1.30%,0.05,0.05,0.00,0.00,1,0.00%,0.00,0.00,0.00,0.05,0.00
Google search: Top,Enabled,leather company handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,404,90,22.28%,0.85,76.38,10.22,920.17,90,9.68%,920.17,12.05,8.71,0.85,8.77
Google search: Top,Enabled,soruka bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,320,72,22.50%,0.29,20.88,0.00,0.00,72,0.00%,0.00,0.00,0.00,0.29,0.00
Google search: Other,Enabled,depeche leather bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,526,30,5.70%,0.18,5.40,0.00,0.00,30,0.00%,0.00,0.00,0.00,0.18,0.00
Cross-network,Enabled,colorado leather bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather land handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,4,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,tula leather purse,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,original by sharif 1827 purse price,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,1,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,rosetti purse leather,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,bagitali bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,portland leather crossbody tote,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,monsac original,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,2,1,50.00%,0.09,0.09,0.00,0.00,1,0.00%,0.00,0.00,0.00,0.09,0.00
Search partners: Top,Enabled,everyday leather bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,hidesign bags price,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,5,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,non leather handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather bag co,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,"1,255",49,3.90%,0.41,20.25,1.89,92.40,49,1.71%,92.40,4.56,0.84,0.41,24.10
Search partners,Enabled,leather bag co,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,"1,762",6,0.34%,0.27,1.63,0.00,0.00,6,0.00%,0.00,0.00,0.00,0.27,0.00
Search partners,Enabled,falor handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,69,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,montana leather bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,lightweight soft leather handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,david jones leather bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,"1,198",240,20.03%,0.22,53.80,0.00,0.00,240,0.00%,0.00,0.00,0.00,0.22,0.00
Google Display Network,Enabled,david jones leather bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,david jones leather bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,extra large leather handbags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,timberland leather bag,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,hidesign laptop bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,italian soft leather purses,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,mala leather bags,Broad match,UK | Leather Bag > Broad,Leather Bag | Type,Eligible,,GBP, --,,,184,46,25.00%,0.42,19.36,0.00,0.00,46,0.00%,0.00,0.00,0.00,0.42,0.00
Search partners: Top,Enabled,black leather backpack,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,leather hobo bags,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,leather saffiano bag,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,black leather tote bag,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,black leather tote bag,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,navy leather handbags,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather backpack,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,358,20,5.59%,0.25,4.97,0.00,0.00,20,0.00%,0.00,0.00,0.00,0.25,0.00
Google Display Network,Enabled,leather bags,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners: Top,Enabled,black leather handbag,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,leather handbags sale,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,148,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather rucksack,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,31,1,3.23%,0.16,0.16,0.00,0.00,1,0.00%,0.00,0.00,0.00,0.16,0.00
Google search: Top,Enabled,leather laptop bags for men,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,9,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,leather purse,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,black leather bag,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,black leather bag,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,leather satchel bag,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,leather saffiano bag,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather purses for women,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,14,0,0.00%,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,leather purses for women,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,Ashwood Leather,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,"3,672",962,26.20%,0.46,445.76,0.83,795.57,962,1.17%,795.57,1.78,11.21,0.46,39.76
Search partners: Top,Enabled,leather travel bag,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,black leather crossbody bag,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,7,1,14.29%,0.82,0.82,0.00,0.00,1,0.00%,0.00,0.00,0.00,0.82,0.00
Search partners: Top,Enabled,leather bags,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Search partners,Enabled,black leather handbag,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather handbags sale,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,52,7,13.46%,0.36,2.51,0.00,0.00,7,0.00%,0.00,0.00,0.00,0.36,0.00
Cross-network,Enabled,leather handbags sale,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Top,Enabled,black leather shoulder bag,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google Display Network,Enabled,black leather shoulder bag,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Cross-network,Enabled,black leather shoulder bag,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,0,0, --,0,0.00,0.00,0.00,0,0.00%,0.00,0.00,0.00,0,0.00
Google search: Other,Enabled,leather laptop bags for men,Broad match,UK | Ashwood (General),Ashwood Leather - [BM],Eligible,,GBP, --,,,8,1,12.50%,0.37,0.37,0.00,0.00,1,0.00%,0.00,0.00,0.00,0.37,0.00
